ID,CONTRATO,COD_CANONICO,DESCRICAO_ORIGINAL,NOMENCLATURA_ORIGINAL,FAMILIA,EVENTO,GRANULARIDADE,CRITICIDADE,RESPONSAVEL,COMPETENCIA_ARQUIVO,COMPETENCIA_CORRIGIDA,PRAZO_ORIGINAL,PRAZO_ANCORA,PRAZO_TIPO_DIA,PRAZO_LIMITE,REPOSITORIO,PASTA,PERIODICIDADE,PREVISAO_ARQUIVO,FUNDAMENTO (preencher),DIVERGENCIAS
L160,TJ CE,CER.CND_FALENCIA,Certidão Negativa De Distribuição Ações De Falências e Recuperações Judiciais,CND_FALENCIA_E_RECUP_JUD,Certidões e regularidade,Mensal,Contrato,Bloqueante,FINANCEIRO,Mês da Competência,Válida na data do faturamento,SOB FATURAMENTO,Ateste do cliente,Corrido,0,CLOUD,CERTIDÕES,Mensalmente,Edital,,
L161,TJ CE,CER.CND_CIVEL_CRIMINAL,Certidão Negativa De Distribuição Especial Ações Cíveis e Criminais,CND_CIVEL_E_CRIMINAL,Certidões e regularidade,Mensal,Contrato,Bloqueante,FINANCEIRO,Mês da Competência,Válida na data do faturamento,SOB FATURAMENTO,Ateste do cliente,Corrido,0,CLOUD,CERTIDÕES,Mensalmente,Edital,,
L162,TJ CE,RES.ASO_DEMISSIONAL,ASO - Demissional,ASO_DEMISSIONAL,Rescisão,Rescisão,Profissional,Bloqueante,DP,Mês da Competência,Data do evento,ATÉ DIA 07,Início da competência,Corrido,7,CLOUD,RESCISÃO,,,,PERIODICIDADE em branco | PREVISÃO/fundamento em branco
L163,TJ CE,RES.COMPROVANTE_PG,Comprovante de pagamento TRCT,COMPROVANTE_PG_RESCISÃO,Rescisão,Rescisão,Profissional,Bloqueante,FINANCEIRO,Mês da Competência,Data do evento,10º dia útil,Início da competência,Útil,10,CLOUD,RESCISÃO,,,,DUPLICIDADE no mesmo contrato/evento | PERIODICIDADE em branco | PREVISÃO/fundamento em branco
L164,TJ CE,RES.AVISO_PREVIO,Aviso previo,AVISO_PRÉVIO,Rescisão,Rescisão,Profissional,Bloqueante,DP,Mês da Competência,Data do evento,ATÉ DIA 07,Início da competência,Corrido,7,CLOUD,RESCISÃO,,,,PERIODICIDADE em branco | PREVISÃO/fundamento em branco
L165,TJ CE,FGT.EXTRATO,Extrato FGTS,EXTRATO_FGTS,FGTS,Mensal,Profissional,Bloqueante,DP,Mês da Competência,Competência anterior (M-1),ATÉ DIA 25,Início da competência,Corrido,25,CLOUD,FGTS,,,,"COMPETÊNCIA divergente: consta ""Mês da Competência"", esperado ""Competência Anterior"" | PERIODICIDADE em branco | PREVISÃO/fundamento em branco"
L166,TJ CE,FGT.GUIA_RESCISORIA,Guia FGTS Rescisão,GUIA_GFD,FGTS,Rescisão,Profissional,Bloqueante,DP,Mês da Competência,Data do evento,ATÉ DIA 07,Início da competência,Corrido,7,CLOUD,FGTS,,,,PERIODICIDADE em branco | PREVISÃO/fundamento em branco
L167,TJ CE,FGT.COMPROVANTE_PG_GRRF,Comprovante de pagamento GRRF,COMPROVANTE_PG_GRRF,FGTS,Rescisão,Profissional,Bloqueante,FINANCEIRO,Mês da Competência,Data do evento,10º dia útil,Início da competência,Útil,10,CLOUD,FGTS,,,,PERIODICIDADE em branco | PREVISÃO/fundamento em branco
L168,TJ CE,FER.AVISO,Aviso de férias,AVISO_DE_FERIAS,Férias,Férias,Profissional,Bloqueante,DP,Mês da Competência,Data do evento,ATÉ DIA 07,Início da competência,Corrido,7,CLOUD,FÉRIAS,,,,PERIODICIDADE em branco | PREVISÃO/fundamento em branco
L169,TJ CE,FER.RECIBO,Recibo de férias,RECIBO_DE_FÉRIAS,Férias,Férias,Profissional,Bloqueante,DP,Mês da Competência,Data do evento,ATÉ DIA 07,Início da competência,Corrido,7,CLOUD,FÉRIAS,,,,DUPLICIDADE no mesmo contrato/evento | PERIODICIDADE em branco | PREVISÃO/fundamento em branco
L170,TJ CE,FER.COMPROVANTE_PG,Comprovante de pagamento das férias,COMPROVANTE_PG_FÉRIAS,Férias,Férias,Profissional,Bloqueante,FINANCEIRO,Mês da Competência,Data do evento,1º DIA ÚTIL,Início da competência,Útil,1,CLOUD,FÉRIAS,,,,DUPLICIDADE no mesmo contrato/evento | PERIODICIDADE em branco | PREVISÃO/fundamento em branco
L171,TJ CE,DEC.FOPAG_13,Folha De Pagamento - 13º Salário,FOPAGO_13º SALÁRIO,13º salário,13º,Contrato,Bloqueante,DP,Mês da Competência,Mês da competência,SOB FATURAMENTO,Ateste do cliente,Corrido,0,CLOUD,13º,,,,PERIODICIDADE em branco | PREVISÃO/fundamento em branco | NOMENCLATURA com espaço/caractere irregular
L172,TJ CE,DEC.COMPROVANTE_PG_13,Comprovante de pagamento - 13º Salário,COMPROVANTE_PG_13º SALARIO,13º salário,13º,Contrato,Bloqueante,FINANCEIRO,Mês da Competência,Mês da competência,1º DIA ÚTIL,Início da competência,Útil,1,CLOUD,13º,,,,PERIODICIDADE em branco | PREVISÃO/fundamento em branco | NOMENCLATURA com espaço/caractere irregular
L173,TJ CE,INS.DARF,DCTFWEB GUIAS INSS E IR,DCTFWEB_DARF,INSS e tributos,Mensal,Contrato,Bloqueante,DP,Mês da Competência,Competência anterior (M-1),ATÉ DIA 20,Início da competência,Corrido,20,CLOUD,13º,,,,"DUPLICIDADE no mesmo contrato/evento | COMPETÊNCIA divergente: consta ""Mês da Competência"", esperado ""Competência Anterior"" | PERIODICIDADE em branco | PREVISÃO/fundamento em branco | PASTA ""13º"" para documento mensal — evento não declarado em campo próprio"
L174,TJ CE,INS.COMPROVANTE_PG,Comprovante de pagamento - INSS,COMPROVANTE_PG_INSS,INSS e tributos,Mensal,Contrato,Bloqueante,FINANCEIRO,Mês da Competência,Competência anterior (M-1),ENTRE DIA 20 A 30,Início da competência,Corrido,30,CLOUD,13º,,,,"COMPETÊNCIA divergente: consta ""Mês da Competência"", esperado ""Competência Anterior"" | PERIODICIDADE em branco | PREVISÃO/fundamento em branco | PASTA ""13º"" para documento mensal — evento não declarado em campo próprio"
L175,TJ CE,FGT.GUIA,Guia FGTS,GFD_GUIA_DO_FGTS,FGTS,Mensal,Contrato,Bloqueante,DP,Mês da Competência,Competência anterior (M-1),ATÉ DIA 20,Início da competência,Corrido,20,CLOUD,13º,,,,"DUPLICIDADE no mesmo contrato/evento | COMPETÊNCIA divergente: consta ""Mês da Competência"", esperado ""Competência Anterior"" | PERIODICIDADE em branco | PREVISÃO/fundamento em branco | PASTA ""13º"" para documento mensal — evento não declarado em campo próprio"
L176,TJ CE,FGT.COMPROVANTE_PG,Comprovante de pagamento FGTS,COMPROVANTE_PG_FGTS,FGTS,Mensal,Contrato,Bloqueante,FINANCEIRO,Mês da Competência,Competência anterior (M-1),ATÉ O DIA 21,Início da competência,Corrido,21,CLOUD,FGTS,,,,"DUPLICIDADE no mesmo contrato/evento | COMPETÊNCIA divergente: consta ""Mês da Competência"", esperado ""Competência Anterior"" | PERIODICIDADE em branco | PREVISÃO/fundamento em branco"
